passage_id,chapter,section,subsection,page,text,word_count,cluster,cluster_name,x,y,neighbors,section_novelty
p00881,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 101. Anti-requisite: PUBPOL 304,258,"ECON 202 Intermediate Microeconomics II (4 credits) Calculus-based generalization of the theory of demand and supply developed in Intermediate Microeconomics I. Individual behavior in environments of risk and uncertainty. Introduction to game theory and strategic interaction. Adverse selection, moral hazard, non-competitive market structures, externalities, public goods.",46,2,Curriculum & Degree Requirements,10.656889,9.224531,p00517;p00663;p00549;p00880;p00884,0.709161102771759
p00882,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 201; MATH 101 or 105,259,"ECON 203 Introduction to Econometrics (4 credits) Introduction to the theory and practice of econometrics. Estimation, hypothesis testing and model evaluation in the linear regression model. Observational and experimental methods to identify causal effects including instrumental variable and panel data methods. Lectures are supplemented by labs that use STATA.",49,2,Curriculum & Degree Requirements,10.785353,9.406056,p00549;p00663;p00457;p00517;p00883,0.7991116046905518
p00883,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 101 or SOSC 101; STATS 101,259,"ECON 204 Intermediate Macroeconomics (4 credits) Intermediate level treatment of macroeconomic models, fiscal and monetary policy, inflation, unemployment, economic growth.",20,2,Curriculum & Degree Requirements,10.75935,9.371563,p00663;p00517;p00549;p00879;p00888,0.6166952848434448
p00884,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 201,259,"ECON 206 Computational Microeconomics (4 credits) Use of computational techniques to operationalize basic concepts from economics. Expressive marketplaces: combinatorial auctions and exchanges, winner determination problem. Game theory: normal and extensive-form games, equilibrium notions, computing equilibria. Mechanism design: auction theory, automated mechanism design.",42,5,Majors & Courses — Topic 3,10.5982895,9.254652,p00828;p00664;p00881;p00517;p00885,0.6668241024017334
p00885,Part 10: Majors and Courses,Course Descriptions,"Prerequisite(s): MATH 101 or 105, and STATS 101",259,"ECON 211 Intelligent Economics: An Explainable AI approach (4 credits) This course explores the interdisciplinary conversation between economics and artificial intelligence (AI). In experiential education, this course shows how the two disciplines advance each other by an explainable AI approach: economics makes AI more explainable by clarifying causal relationship and AI empowers economic applications by increasing efficiency. Advanced research in Microeconomics, Macroeconomics, and Behavioral and Experimental Economics is covered with both general literature review and a case study. The course concludes with a capstone project where students produce academic research and automated products collaboratively in a team of Economist, Data Scientist, and Data Engineer.",104,5,Majors & Courses — Topic 3,6.5400677,7.1485333,p00492;p00664;p00550;p00449;p00884,0.6581604480743408
p00886,Part 10: Majors and Courses,Course Descriptions,"Prerequisite(s): MATH 101 or 105, and STATS 101",259,"Prerequisite(s): MATH 101 or 105; and COMPSCI 101 or 201 or MATH 205 or STATS 101 or 102. ECON 301 Health Economics (4 credits) Economic aspects of the production, distribution, and organization of health care services, such as measuring output, structure of markets, demand for services, pricing of services, cost of care, financing, mechanisms, and their impact on the relevant markets.",61,5,Majors & Courses — Topic 3,10.684056,9.226322,p00897;p00879;p00550;p00883;p01003,0.5981309413909912
p00887,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 201,260,"ECON 302 Environmental Economics & Policy (4 credits) The role of the environment in the theory and practice of economics. Topics include ways in which markets fail to efficiently allocate resources in the presence of pollution, along with the array of policies regulators used to correct those failures; the empirical techniques used by economists to put values on environmental commodities; and an examination of questions related to everyday environmental issues, particularly those confronting China, and the developing world.",78,2,Curriculum & Degree Requirements,9.958075,8.241289,p00925;p00928;p00515;p00510;p00902,0.5606122016906738
p00888,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 201,260,"ECON 303 Financial Institutions (4 credits) The operations of commercial and central banking and non-banking financial institutions and instruments in the United States, determination of monetary aggregates and interest rates, the financial impacts of Treasury operations, and the linkages from Federal Reserve actions to price level, employment, economic growth, and balance of payments objectives. Coverage of models of monetary economics (for example the Cagan money demand function, cash in advance models). The dynamics and real effects of inflation.",78,5,Majors & Courses — Topic 3,10.72953,9.46927,p00901;p00883;p00551;p00890;p00897,0.6966832280158997
p00889,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 204,260,"ECON 304 Economic Growth (4 credits) Examination of the enormous differences in living standards across countries, which reflect differences in growth experiences. Course studies both analytical foundations of modern growth theory and the most recent advances in modeling to shed light on old and new questions about such experiences.",49,2,Curriculum & Degree Requirements,10.700855,9.348611,p00883;p00928;p00666;p00897;p00663,0.6394577026367188
p00890,Part 10: Majors and Courses,Course Descriptions,"Prerequisite(s): ECON 203, ECON 204",260,"ECON 307 History of Monetary & International Crises (4 credits) Course examines monetary/financial crises plaguing the world since the 16th century. Analyzes origin, unfolding, and impact of crises, debates generated by them, and formulation/implementation of policy measures. Attention is paid to international implications/connections on European/Asian money supply, banking/credit systems; reaction to South Sea Bubble and John Law Credit Systems in numerous European nations; experiments with paper money in America; rise/demise of gold standard in 19th/20th century; currency and exchange rate problems of last three decades. Case studies will be selected and assigned according to participants' interests.",96,2,Curriculum & Degree Requirements,10.626071,9.62266,p00901;p00598;p00888;p00551;p00666,0.6757891178131104
p00891,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 204,261,"ECON 308 Economic History and Modernization of the Islamic Middle East (4 credits) Economic development of the Middle East from the rise of Islam to the present. Transformation of the region from an economically advanced area into part of the underdeveloped world. Role of religion in economic successes and failures. Obstacles to development today. Topics: Islamic economic institutions, economic roles of Islamic law, innovation and change, political economy of modernization, interactions with other regions, economic consequences of Islamism.",78,2,Curriculum & Degree Requirements,10.417454,10.073053,p00598;p00873;p00666;p00551;p01328,0.7053303718566895
p00892,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 101,261,"ECON 309 Behavioral Finance (4credits) The field of Behavioral Finance uses psychology to explain anomalies that we observe in the financial markets—investment behavior that are not consistent with the classical economic models of rational decision-making. In behavioral models, we recognize that individuals (and markets) may behave irrationally, sometimes for extended periods of time. Using some of the more popular and accepted theories of human behavior from the fields of psychology and decision-making, we will characterize some prevalent features of irrational behavior in the financial markets.",85,5,Majors & Courses — Topic 3,9.738973,9.228784,p00893;p00426;p00599;p00948;p00703,0.8178858160972595
p00893,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 101,261,"We will discuss typical errors made by financial market participants as a result of behavioral biases, and examine the extent to which irrationality can affect financial markets at the aggregate level (“bubbles”), how long irrationality may persist, and what factors will eventually cause these bubbles to burst (“crashes”).",48,5,Majors & Courses — Topic 3,10.411693,9.436968,p00892;p00890;p01289;p00666;p00663,0.8746906518936157
p00894,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 101,261,"ECON 310 Urban Economics (4 credits) Introduction to urban and spatial economics. Neoclassical monocentric city spatial model, patterns of land values, property prices, residential density and impact of distressed communities on broader development. Systems of cities and regional growth, role of cities in economic development. United States urban features: ethical and socio-economic effects of housing segregation and implications for discrimination. Tradeoffs between efficiency and fairness in housing resource allocation. Business location theory, impact of innovations in transportation, and technology's effect on work patterns.",83,2,Curriculum & Degree Requirements,10.045637,9.416128,p00458;p01402;p00462;p00599;p01343,0.8222028017044067
p00895,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 201,261,"ECON 314 International Trade The economics of globalization and trade policy are the focus of this course. Topics will include the Ricardian Model of Comparative Advantage, benefits (and costs) of free trade, trade policies and protectionism, trade and economic relations between industrialized countries, policies toward developing countries and the development of multilateral international institutions, such as the World Trade Organization (WTO) and the European Union. At all times the economic theory we",72,2,Curriculum & Degree Requirements,8.634089,10.83514,p01288;p01287;p01286;p00901;p00660,0.6177406311035156
p00896,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 201,262,study will be presented in the context of current and historical events and ongoing International Trade and policy debates.,19,0,Majors & Courses,8.227566,11.982222,p01023;p00661;p01029;p01287;p01058,0.4873121976852417
p00897,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 201,262,ECON 315 Economics of the Public Sector (4 credits) Applies tools of intermediate micro economics to the public sector. Develops economic justifications for government intervention into the economy and examines and evaluates various government policies and programs. Provides a solid foundation for applied benefit cost analysis.,46,2,Curriculum & Degree Requirements,10.673097,9.286016,p00883;p00887;p00888;p00517;p01362,0.6503673791885376
p00898,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 201 or PUBPOL 304,262,"ECON 316 Discrete Time Finance (4 credits) This is a introductory course in mathematical models in ﬁnance, centered around the problem of pricing and hedging derivative securities. Due to the uncertainty inherent in the evolution of the stock market, the theory naturally involves probabilistic tools and structures such as conditioning, martingales and Markov processes. To focus on the main idea, we will work in discrete-time setting and a simple model so called binomial asset pricing model for most of the course. In addition, we will also discuss a foreign exchange model, an extension of the binomial model with a second currency and derives the Black-Scholes equation.",106,5,Majors & Courses — Topic 3,7.131871,5.7696996,p01158;p00421;p00888;p00892;p01161,0.8535014986991882
p00899,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): MATH 101 or 105; and MATH 205 or Consent of the Instructor,262,"ECON 333 Social and Economic Networks (4 credits) Individuals are embedded in a network of relationships used to exchange information and favors, access economic opportunities and share risk. The structure of these relationships determine the individual’s opportunities and the aggregate outcomes of social and economic systems. The course will discuss the typical properties of network structures (e.g. 6-degrees of separation, clustering, homophily and segregation), how network ties are formed and how agents interact through these ties. Students will learn about a wide range of applications, including the spread of diseases, fashions and political opinion; financial networks; networks in organizations and the labor market; online social networks, etc.",107,2,Curriculum & Degree Requirements,7.50295,7.1786833,p01408;p00457;p01406;p01404;p00884,0.533926784992218
p00900,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): MATH 101 or 105; and MATH 205 or Consent of the Instructor,262,"ECON 401 Competitive Strategy and Industrial Organization (4 credits) Foundations of the field of industrial organization, including the theory of the firm, models of competition, market structure, pricing and dynamic models. Emphasis on theory with support from specific industries, including telecommunications, retail and airlines.",44,5,Majors & Courses — Topic 3,7.691121,10.39652,p00668;p00600;p00887;p00897;p00925,0.6595450043678284
p00901,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 202,263,"ECON 402 International Finance (4 credits) Analysis of the determinants of international capital movements, trade imbalances, and nominal and real exchange rates. Policy debates such as the foreign indebtedness of the United States, emerging market debt crises, exchange-rate-based inflation stabilization, and balance-of-payment crises.",43,2,Curriculum & Degree Requirements,10.665929,9.584297,p00890;p00888;p00551;p00883;p01288,0.6450508832931519
p00902,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 204,263,"ECON 404 Environmental Justice: The Economics of Race, Place and Pollution (4 credits) Minorities and low-income households bear a disproportionate burden from environmental pollution. The inequality may happen in many countries, cultures and contexts. This course examines ways in which environmental injustices in the USA, China and in the world may arise out of discriminatory behavior and/or market forces founded on individual, firm, and government incentives. The course also analyses policies that are aimed at providing fair treatment and equal protection from pollution regardless of race, color, or income. The course first sets the theoretical framework used to document and explain disproportionate exposures.",103,2,Curriculum & Degree Requirements,9.850146,8.232039,p00936;p00669;p00552;p00903;p00887,0.5668141841888428
p00903,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 204,263,"Based on this foundation, students then review existing empirical evidence through case studies and evaluate competing explanations of sources of injustice. The objective of this course is to enable students to examine environmental justice issues using an economics framework, which provides a different perspective for evaluating policies to address environmental inequities observed in today’s world.",55,2,Curriculum & Degree Requirements,9.735794,8.290786,p00936;p00902;p00919;p00669;p00923,0.5789794921875
p00904,Part 10: Majors and Courses,Course Descriptions,ENGLISH 20 Literature and Composition (4 credits),264,Credit for Advanced Placement on the basis of the College Board examination in Literature and Composition.,16,7,Academic Procedures — Topic 2,1.8238094,6.5474133,p00905;p01095;p00700;p01421;p01013,0.5976871252059937
p00905,Part 10: Majors and Courses,Course Descriptions,ENGLISH 22 Composition and Language (4 credits),264,Credit for Advanced Placement on the basis of the College Board examination in Composition and Language.,16,7,Academic Procedures — Topic 2,1.8061993,6.5847535,p00904;p01095;p01421;p00700;p00750,0.6171461343765259
p00906,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: English for Academic Purposes (EAP),265,"EAP 101A Writing about Language Learning – A (2 credits) This is a content-based academic English skills course focused on writing, designed for first term EAP-track students. In this course students will study one or more issues related to language learning (e.g. how to sustain motivation); then they will write course papers presenting their views on these issues. Students will learn how to research an issue, and how to appropriately quote and/or cite sources. They will learn how to plan and write course papers that summarize the views of others, state clear positions in response, and make cases for those positions. Students will also practice making short presentations.",108,1,Majors & Courses — Topic 2,3.7846117,10.609096,p00907;p00916;p00908;p00912;p01449,0.4100129008293152
p00907,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: English for Academic Purposes (EAP),265,"Additionally, students will design and carry out plans to improve the accuracy of their written English. This course, required for EAP-track students, is normally taken in Year 1, Term 1. There is no prerequisite. EAP 101B Writing about Language Learning – B (2 credits) Continuation of EAP 101A.",48,1,Majors & Courses — Topic 2,3.5566888,10.60384,p00912;p00906;p00398;p01461;p00916,0.5438188314437866
p00908,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): EAP 101A,265,EAP 102A Writing about Culture Learning – A (2 credits) This is a content-based academic writing course for EAP-track students that further builds written and oral communication skills introduced in EAP101. In this course students will study generalizations that are often made about significant aspects of a Western culture (e.g. the idea that U.S. culture is relatively individualistic); then they will write papers in which they analyze and critically examine these generalizations. Students will practice researching issues and appropriately making use of resource materials. They will practice planning and writing course papers in which they take a stand on an issue and then make a case for their position.,109,3,Academic Procedures,3.8095162,10.712244,p00910;p00906;p00911;p00913;p00916,0.28824931383132935
p00909,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): EAP 101A,265,"Students will also share ideas by making presentations. This course, required for EAP-track students, is normally taken in Year 1, Term 2.",22,3,Academic Procedures,3.4719167,10.436968,p00912;p01461;p00907;p00916;p00913,0.5039262771606445
p00910,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): EAP 101B,265,EAP 102B Writing about Culture Learning – B (2 credits) Continuation of EAP 102A.,14,1,Majors & Courses — Topic 2,3.7752898,10.811529,p00908;p00913;p00906;p00911;p00907,0.37472426891326904
p00911,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): EAP 102A,266,"EAP 103 Writing about Intercultural Encounters (2 credits) This course is about one of the most important and interesting topics in today’s globalizing world - intercultural communication. In this course, students will build academic English skills through the study of intercultural communication. They will learn about the intercultural communication process and the factors that affect interpretive judgements made in intercultural encounters. In this course students will also build intercultural communication skills and oral English skills through group discussion activities (e.g. critical incident exercises). Students will also build written English skills by writing short essays in which they analyze intercultural encounters.",100,3,Academic Procedures,3.7758124,10.712017,p00908;p00906;p00914;p00910;p01449,0.41205793619155884
p00912,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): EAP 102A,266,"Additionally, students will design and carry out plans to further improve the accuracy of their written English. This is an elective course for EAP track students. Prerequisite(s): None EAP 110 Presenting Ideas to Global Audiences (2 credits) In this course students will learn how to give more effective presentations in English by first studying presentations available on websites such as TEDtalks and then giving brief in-class presentations.",67,1,Majors & Courses — Topic 2,3.5927358,10.609768,p00907;p00909;p00906;p00916;p00135,0.4883207678794861
p00913,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): None,266,"EAP 202 – Studying Cultures through the Media (4 credits) In this course students will carefully and critically learn about other cultures by studying media products (e.g. films, television programs, pop songs, etc.) from those cultures, and learn to make effective presentations through which they share the results of their studies. The specific media products focused on in the course will vary according to instructor. This is an elective course for EAP track students.",74,3,Academic Procedures,3.788968,10.855264,p00908;p00912;p00910;p01168;p00909,0.35429394245147705
p00914,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): EAP 102B,266,"EAP 203 – Global Languages (4 credits) In this course students will study the rise of global languages such as English and Chinese. They will build academic reading skills by studying the history of global languages and the factors (e.g. political, economic, cultural, etc.) that have led to the rise of these languages to global status, and they will develop the ability to present arguments both orally and in writing by making cases about the likely future prospects of these languages. This is an elective course for EAP track students.",90,1,Majors & Courses — Topic 2,3.7470837,10.619753,p00915;p00916;p00912;p00398;p00906,0.3725207448005676
p00915,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): EAP 102B,267,"EAP 204 – Endangered Languages (4 credits) In this course students will learn about the issue of endangered languages by studying one particular endangered or threatened language, its current status, and the society in which is it used. Students will then build argumentation skills by making a case, presented through both written papers and oral presentations, for what should be done – or not be done – about the issue. This is an elective course for EAP track students.",79,1,Majors & Courses — Topic 2,3.7675662,10.548136,p00914;p00916;p01450;p00912;p00906,0.46293509006500244
p00916,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): EAP 102B,267,"EAP 205 – Strategies for Independent Language Learning (4 credits) In this course students will learn about independent language learning by designing and carrying out a project to improve some aspect of their second language skills. In the course students will learn about major factors that play a role in independent language learning (e.g. learner autonomy, language learning strategies, motivation). Students will keep journals as they carry out their projects, and write final reports drawing on material from their journals. This is an elective course for EAP track students.",89,1,Majors & Courses — Topic 2,3.6922672,10.436255,p00906;p00912;p00907;p00914;p01441,0.46285760402679443
p00917,Part 10: Majors and Courses,Course Descriptions,ENVIR 20 Environmental Science (4 credits),268,"Credit for Advanced Placement on the basis of the College Board examination in Environmental Science ENVIR 101 Introduction to Environmental Sciences (4 credits) An introduction to the study of environmental sciences and policy through exploration of basic environmental principles in the life, physical, and social sciences. Emphasis on understanding how the atmosphere, hydrosphere, lithosphere, cryosphere, and biosphere function, and how these spheres interact with human consumption, production, and technological patterns and processes. The course includes field trips to local sites as relevant.",82,6,Majors & Courses — Topic 4,9.699714,7.738972,p00919;p00494;p00498;p00509;p00506,0.419888973236084
p00918,Part 10: Majors and Courses,Course Descriptions,ENVIR 20 Environmental Science (4 credits),268,"ENVIR 102 Dynamic Earth and Oceans: Physical and Biological Sciences for the Environment (4 credits) Introduction to the dynamic processes that shape the Earth, the oceans, and the environment and their impact upon society. Earth science topics might include volcanoes, earthquakes, seafloor spreading, floods, landslides, groundwater, seashores and geohazards. Ocean sciences topics might include seafloor evolution, marine hazards, ocean currents and climate, waves and beach erosion, tides, hurricanes/cyclones, marine life and ecosystems, and marine resources. Emphasis on the formulation and testing of hypotheses, quantitative assessment of data, and technological developments that lead to understanding of the biosphere dynamics and associated current and future societal issues.",105,6,Majors & Courses — Topic 4,9.808641,7.680812,p00649;p00509;p00506;p00500;p00495,0.6226940155029297
p00919,Part 10: Majors and Courses,Course Descriptions,ENVIR 20 Environmental Science (4 credits),268,"ENVIR 201 Applied Environmental Science and Policy (4 credits) An examination of the interactions between the natural and the social systems as they relate to the environment. Focuses on ecological and earth system cycles, processes, and fundamental relationships, the environmental impact of human-induced change at the local, regional, and global levels. The role of technology and the policy process in determining how environmental problems evolve are addressed. Students will make use of ethical analysis to evaluate environmental tradeoffs, use case studies to integrate multiple disciplinary perspectives on environmental problems and to address issues of environmental justice.",96,6,Majors & Courses — Topic 4,9.73635,8.057739,p00923;p00917;p00459;p00922;p00509,0.47135668992996216
p00920,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ENVIR 101,268,"ENVIR 202 Biodiversity and Conservation (4 credits) An overview of biological diversity, its patterns, and the current extinction crisis. Historical and theoretical foundations of conservation, from human values and law to criteria and frameworks for setting conservation priorities; island biogeography theory, landscape ecology, and socioeconomic considerations in reserve design; management of endangered species in the wild and in captivity;",59,6,Majors & Courses — Topic 4,9.712338,7.4662676,p00515;p00510;p00658;p00505;p00506,0.655960202217102
p00921,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ENVIR 101,269,managing protected areas for long term viability of populations; the role of the landscape matrix around protected areas; and techniques for conserving biological diversity in semi-wild productive ecosystems such as forests.,31,6,Majors & Courses — Topic 4,9.643442,7.2384276,p00920;p00746;p00744;p00733;p00932,0.9031749963760376
p00922,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ENVIR 102 or consent of the instructor,269,"ENVIR 203 The Theory and Practice of Sustainability (4 credits) This course is an introduction to the theories and practices of sustainability. Sustainability is the art of living well, within the ecological limits of a finite planet. Sustainable development aims to balance economic efficiency, environmental compatibility and social equity. Students will learn and apply various concepts, frameworks, and tools related to sustainability (e.g., UN Sustainable Development Goals, planetary boundaries, circular economy, life cycle thinking, cost benefit analysis, carbon footprint, sustainability accounting and reporting). In this activity-based course, students will become practiced in sustainable approaches to environmental problems.",97,6,Majors & Courses — Topic 4,9.77242,7.9105334,p00923;p00919;p00928;p00917;p00932,0.40949517488479614
p00923,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): None,269,"ENVIR 204 Global Environmental Issues and Policies (2 credits) This course examines problems associated with the interaction of humans with their environment. This course mainly focuses on various global environmental concerns, such as climate change, biodiversity, environmental pollution, and natural resources. This course explores case studies illustrating specific problems in different regions and countries and the proper role of local governments and intergovernmental organizations in the regulation of the environment. Students will also be expected to participate in discussions or debates on climate and environment-related issues including role play. ENVIR 301 International Environmental Policy (4 credits) This course examines the international community’s responses to various global environmental problems.",108,2,Curriculum & Degree Requirements,9.8327465,8.135266,p00919;p00922;p00506;p00509;p00928,0.4345349669456482
p00924,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): None,269,"Because many environmental problems cross national borders, solutions require some form of global governance such as state-led mechanisms in the form of international environmental regimes. The course will thus explore how and why states both succeed and fail to negotiate international governance mechanisms. The course will also examine why some international environmental regimes are more effective than others and why states choose to comply with environmental regimes.",67,2,Curriculum & Degree Requirements,9.812839,8.194403,p00923;p00519;p00919;p00928;p01325,0.645554780960083
p00925,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): None,270,"ENVIR 302 Environmental Economics & Policy (4 credits) The role of the environment in the theory and practice of economics. Topics include ways in which markets fail to efficiently allocate resources in the presence of pollution, along with the array of policies regulators used to correct those failures; the empirical techniques used by economists to put values on environmental commodities; and an examination of questions related to everyday environmental issues, particularly those confronting China, and the developing world.",78,2,Curriculum & Degree Requirements,9.897994,8.127163,p00887;p00928;p00919;p00510;p00923,0.5414611101150513
p00926,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 201,270,"ENVIR 303 Climate Change and Society in China (4 credits) Analysis of Earth’s climate history and links between climate and society in China, as well as physical climatology and the future climate in China. Topics include: global climate system, climate feedbacks, energy balance, basic circulation of the atmosphere and ocean, hydrological cycle and carbon cycle, paleoclimate reconstruction, record of natural variations of past climate with emphasis on past changes of monsoon rainfall reconstructed from paleoclimate archives for the past, extrinsic forcing mechanisms of observed paleoclimatic variations. The impact of climate variability and change on Chinese society and history will be discussed.",101,0,Majors & Courses,6.566115,11.844938,p00544;p00543;p00740;p00462;p00546,0.6511455774307251
p00927,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ENVIR 101 or consent of the instructor,270,"ENVIR 304 Environmental Chemistry and Toxicology (4 credits) An overview of the fate and effects of chemicals in the environment. Topics include chemical characterization of pollutants, chemistry of natural waters, soil sediment chemistry, atmospheric chemistry, transfers between and transformations within environmental compartments, toxicokinetics, cellular metabolism, biological levels of organization, and approaches for assessing chemical hazards. Incorporates case studies focused on human health and ecosystem protection.",65,6,Majors & Courses — Topic 4,9.853918,6.4688225,p00934;p00929;p00931;p00513;p00505,0.7302422523498535
p00928,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): INTGSCI 102 or CHEM 110 or CHEM 120,270,"ENVIR 305 Environment and Development Economics in Developing Countries (4 credits) Course will focus on the major challenges developing countries face in balancing environmental management and economic growth. Class will use economic analyses to examine these challenges and to devise policy solutions, especially given that developing countries often have weak institutional capacity and fewer financial resources to cope with environmental pollution.",61,2,Curriculum & Degree Requirements,9.926132,8.064093,p00925;p00887;p00923;p00922;p00919,0.5175669193267822
p00929,Part 10: Majors and Courses,Course Descriptions,"Prerequisite(s): ECON 101, or consent of the instructor",270,"ENVIR 306 Water Pollution (4 credits) This course is designed to present students with a comprehensive introduction to the sources and impacts of pollution in marine and freshwater environments. Fundamental concepts and principles of aquatic biogeochemistry will be introduced first, including marine and freshwater chemistry,",45,6,Majors & Courses — Topic 4,9.849447,6.669207,p00927;p00934;p00917;p00933;p00506,0.5817852020263672
p00930,Part 10: Majors and Courses,Course Descriptions,"Prerequisite(s): ECON 101, or consent of the instructor",271,"primary production and food webs. Specific pollution topics will include biological (e.g., pathogens, invasive species), physical (e.g., thermal, plastics), and chemical (e.g., nutrient loading, oil, pesticides, metals) pollutants. Recent case studies will be discussed in class such as the Fukushima disaster and the Deepwater Horizon oil spill. A field trip will be organized to visit a local sewage treatment plant in Kunshan.",62,6,Majors & Courses — Topic 4,9.923948,6.530171,p00927;p00762;p00505;p00929;p00513,0.6763107776641846
p00931,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): INTGSCI 101; or BIOL 110 and CHEM 110; or consent of the instructor,271,"ENVIR 311 Biogeochemistry (4 credits) Biogeochemistry is the study of how chemical elements flow through living systems and their physical environments. This course will investigate the factors that influence the cycling of those elements that are essential to life as well as the liberation, transport and exposure pathways of toxic trace elements. Concepts of nutrient limitation, element stoichiometry, primary productivity and carbon sequestration will be covered in depth, and will be applied to the study of human impacts on the global biogeochemical cycles of water, carbon, nutrients and trace metals.",90,6,Majors & Courses — Topic 4,9.765908,6.5474544,p00731;p00927;p00647;p00495;p00745,0.7495657205581665
p00932,Part 10: Majors and Courses,Course Descriptions,"Prerequisite(s): INTGSCI 102; or, BIOL 110, and CHEM 110 or 120",271,"ENVIR 313 Ecosystem Service (4 credits) Ecosystem services are the benefits that people obtain from ecosystems and utilizes a system level approach to examine the interactions between four services. The course will include discussion of nutrient recycling as a supporting service, food production as a provisioning service, carbon sequestration as a regulating service and education as a cultural service as well as how they fit together in a sustainable system. Students will learn through case studies of the application of conservation, restoration and market valuation approaches to protecting critical ecosystem processes.",91,6,Majors & Courses — Topic 4,9.758069,7.5469565,p00733;p00922;p00919;p00504;p00925,0.5604686737060547
p00933,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): BIOL 208 or consent of the instructor,271,"ENVIR 315 Aqueous Geochemistry (4 credits) This course is designed to provide the student with an understanding of the fundamentals of aqueous geochemistry. This course focuses on the fundamental aquatic geochemical processes (e.g. mineral precipitation/dissolution, solution complexation, acid-base chemistry) that shape and transform the Earth's surface as a result of rock-water interactions, and associated impacts on the fate and transport of inorganic and organic contaminants in aqueous and geochemical environments.",70,6,Majors & Courses — Topic 4,9.77903,6.3355565,p00761;p00762;p00929;p00503;p00754,0.6393146514892578
p00934,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): INTGSCI 102 or CHEM 110 or CHEM 120,272,"ENVIR 402 Chemical Transformation of Environmental Contaminants (4 credits) Mechanisms and principles underlying organic contaminant transformations in the ambient environment. Topics include hydrolysis, oxidation/reduction, direct and indirect photolysis, and reactions with disinfectant chemicals. Reactions will be considered in context of both natural (e.g. surface water and cloudwater) and engineered (e.g. drinking water, wastewater, and groundwater remediation) systems. Approaches will include both qualitative (reaction mechanism and product identification) as well as quantitative (reaction kinetics and stoichiometry) aspects of environmental reaction chemistry.",80,6,Majors & Courses — Topic 4,9.843662,6.3599834,p00927;p00929;p00619;p00513;p00933,0.8094785213470459
p00935,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): CHEM 110 or 120,272,"ENVIR 403 Energy Economics and Policy (4 credits) This course examines the economics of markets and policies for different energy supply sources (such as petroleum, coal, natural gas, electricity, renewables, nuclear), energy demand and efficiency, and their interactions with each other and with the rest of the economy and environment. We will explore rationales for why markets for energy and energy-using technologies have historically been subject to extensive government intervention. Other topics include markets for energy and energy-using technologies, energy price regulation, and energy security.",85,2,Curriculum & Degree Requirements,9.909293,8.136583,p00925;p00520;p00887;p00459;p00928,0.6790457963943481
