query,passage_id,chapter,section,subsection,page,cluster_name,text
credit,p00978,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Cultural Studies (GCULS),283,Academic Procedures,"The course equips students with tools from religious theory, gender theory, and critical theory, which are then used to interpret a range of phenomena including: religious interpretations of sex, sexuality, and gender; the codification and normalization of these rules through texts, symbols, and practices; and recent challenges to these interpretations. Topics include homosexuality, same-sex marriage, abortion, contraception, gender equality, clerical marriage, married clerics' wives, and clerical sexual abuse. Places Buddhism in conversation with Jewish, Christian, and Islamic traditions. GCULS 302 Gender in Global Perspective (4 credits) Is every-body either male or female? Does the body precede being female or male, black or white, gay or straight?"
credit,p00980,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Cultural Studies (GCULS),284,Majors & Courses,"GCULS 303 Chinatowns: A Cultural History (4 credits) This course explores the intersection of space and ethnicity through the myriad ways Chinatown has circulated as memory, fantasy, narrative, and myth in the dominant cultural imagination. Through this exploration, the course engages the lived realities of overseas Chinese communities, placing them in the broader context of Asian American history. It aims to show how changing conceptions of “Chineseness” have productively engaged with real Chinatowns from Japan to America, and the phantom Chinatowns of film and fiction."
credit,p00981,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Cultural Studies (GCULS),284,Majors & Courses,"Employing multidisciplinary approaches including urban history, architecture and ethnography, the course reveals how the Chinatowns of myth and memory intersect with the lived reality of overseas Chinese communities. GCULS 304 Chinese Culture and Ideology in the 20th Century and Now (4 credits) This course considers a variety of literary texts from the perspective of the nexus of cultures and societies in Asia, primarily on modern and contemporary China. This course exposes students to cultural and literary expressions and representations of modern China from the beginning of the 20th century to the present. It explores issues of politics and ideology and the formation of Chinese exceptionalism."
credit,p00982,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Cultural Studies (GCULS),284,Majors & Courses,"The class is divided into two parts: 1. the beginning of the 20th century (1900-1949) and the Mao era (1949-1976); 2. contemporary China since the era of reform and opening up (1978present). The course takes comparative, interdisciplinary approaches of intellectual and cultural history, literary and cultural studies, and political science. It aims at unraveling the complex relationship of political, ideological formations and cultural, intellectual movements in modern China within the global context of Asia and beyond. GCULS 305 Translation for Stage and Screen (4 credits) This course develops skills in translation between English and Chinese in the context of theatre and film. Is performance translatable?"
credit,p00983,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Cultural Studies (GCULS),284,Majors & Courses,"How can a translator of subtitles deal with complex cultural references while maintaining brevity and without the luxury of footnotes? Should a translation be loyal to the playwright or to the performer? Can it anticipate audience interpretations and should it guide them? Students compare translations of key works, develop translations for performances within the local community and consider the role of the translator as a mediator of meaning within a complex system of cultural production. GCULS 390 Junior Seminar: Advanced Topics (4 credits) This seminar is a core component of the interdisciplinary major in Global Cultural Studies."
credit,p00985,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Cultural Studies (GCULS),285,Majors & Courses,"GCULS 401 Games and Culture: Politics, Pleasure and Pedagogy (4 credits) This course examines analog and computer games from a cultural perspective. It explores how prevailing cultures and values affect game design, their popularity, and user experience. By examining the design of games, the course treats games, as cultural artefacts, and aims to understand how they engage broader cultural and political themes, such as imagining disaster, utopia and dystopia. By examining their popularity among different social, gender and ethnic groups, the course investigates contemporary cultural concerns such as gender politics and racial representation."
credit,p00986,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Cultural Studies (GCULS),285,Academic Procedures,"By exploring the user experience, especially in the arena of massively multiplayer role-playing games (MMRPGs), the course investigates questions of role-playing and identity, ethics, group behavior, competition, and politics. GCULS 402 Digital Tribes (4 credits) This course tracks digital life and creative expression of groups online in a close study of images, captions and hyperlinked tags. It examines rituals, symbols and cultural patterns that structure everyday life of digital tribes online and investigates impact of digital and social media (Weibo, Twitter, Instagram Facebook, livestreaming apps) on the constitution of communities online and offline."
credit,p00987,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Cultural Studies (GCULS),285,Academic Procedures,"Studying varied array of digital tribes: tribes of the deaf, of oil rig workers, of Hindu worshippers, of prison wives and laptop entrepreneurs, students learn about underlying myths, rituals, and cultural symbols that connect groups of people online. GCULS 405 The Curatorial: Theory and Practice (4 credits) Is everyone a curator? The etymological meaning of to curate – to take care of – has become, with the ever-expanding meaning of art and exhibition making, both central to and contested by practitioners who carefully conceptualize, comment, organize, and show art. In this course, we ask fundamental questions of what curation does and should do. We will: 1."
credit,p00989,Part 10: Majors and Courses,Course Descriptions,Prerequisite: Consent of the Instructor,285,Academic Procedures,GCULS 490 Senior Seminar: Advanced Topics (4 credits) This seminar is a core component of the interdisciplinary major in Global Cultural Studies. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary.
credit,p00990,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Health (GLHLTH),286,Curriculum & Degree Requirements,"GLHLTH 101 Introduction to Global Health (4 credits) This course introduces students to the essential features of global health from the varying perspectives of natural science, social science, and the humanities, drawing from a variety of conceptual frameworks at different scales (individual, community, country, and global). This course examines the global burden of diseases, how this burden is measured, and debate the utility of interventions used for disease mitigation and prevention. This course also introduces the state of the world’s global health infrastructure and explores how that infrastructure might or should adapt to the future world."
credit,p00991,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Health (GLHLTH),286,Curriculum & Degree Requirements,"GLHLTH 105 Novel Coronavirus: Epidemics and Response in the Age of Global Interdependence (2 credits) The novel coronavirus outbreak has put public health onto the front pages of newspapers worldwide. However, the daily news cycle is hardly the best way to digest issues that require a contextual understanding of epidemiology, virology, history, sociology, and health humanities. This course will use the outbreak as a starting point for a multidisciplinary and interdisciplinary analysis that brings together diverse methodologies to gain a broader understanding of the crisis, its origins, and how to address it."
credit,p00992,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Health (GLHLTH),286,Academic Procedures,"Students will engage in intercultural collaboration and develop skills in problem solving and information literacy through readings, weekly class activities, and a culminating team project. Leading experts from various fields will engage the class in live, interactive participatory sessions. The course will be conducted fully online and will be cross listed between Duke Kunshan University and Duke University, allowing undergraduates from the two institutions to exchange ideas and learn from one another. GLHLTH 110 Ecosystem Health and Human Well-Being (4 credits) Explores interactions between ecosystem health and human well-being in context of global change and human population growth."
credit,p00993,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Health (GLHLTH),286,Curriculum & Degree Requirements,"Effects of climate change on food supply, water availability, land degradation and human well-being; impact of species distribution, disease spread, and human health; ecosystem services and human well-being. Case studies used to illustrate the scientific process and to evaluate supporting evidence. GLHLTH 201 Global Health Ethics (4 credits) This course introduces students to ethical theories and frameworks in the context of historical and current issues in global health. As part of this context students learn about best practices and standards of care in clinical settings, so that they can make cross-cultural and transnational comparisons and use these to set up difficult ethical questions about health disparities."
credit,p00996,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Health (GLHLTH),287,Academic Procedures,"GLHLTH 202 Media and Health Communication (4 credits) This course examines health communication theory, research, and practice. Major topics include the impact of media on health and behavior; use of mass, new, and social media strategies for health promotion, patient-provider communication; and the role of culture in health communication campaign design. Students should have basic understanding of social science research methods. Students will develop the skills necessary to use media strategically to advance public health policies and social change."
credit,p00997,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Health (GLHLTH),287,Academic Procedures,"The course covers the design, implementation and evaluation of media campaigns to promote public health goals, and examines theories and research on media influences with respect to its potential harmful effects on wellbeing. Students will design a digital mediabased health communication campaign. GLHLTH 203 Global Disease Control Programs and Policies (4 credits) This course presents the history, social and political context, organization, technical content, funding and evaluation of current, major, global initiatives for disease control."
credit,p00998,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Health (GLHLTH),287,Curriculum & Degree Requirements,"This course emphasizes programs focused on health problems of the developing world and includes, initiatives for vaccines and immunization, non-communicable diseases, safe motherhood and reproductive health, malaria, Neglected Tropical Diseases, HIV, emerging infectious diseases, TB, tobacco control, nutritional interventions and injury control. This course also examines the process of policy formulation and resource allocation to international health and disease control. GLHLTH 301 Global Health Research Methods (4 credits) This course introduces research methods in global health. Global health is a multi-disciplinary field, so the course considers approaches common to the behavioral and social sciences, public health, and medicine. Primary interest is the study of causal inference."
credit,p01001,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): GLHLTH 101 or Consent of the Instructor,288,Curriculum & Degree Requirements,"GLHLTH 302 Social Determinants of Health (4 credits) This course introduces students to the major social factors that affect public health at both the global and national level. Globally, students study a wide range of topics from the health impact of global income inequality, gender, and access to education, to the role of specific work place policies, among other topics. Lectures introduce a social variable (such as race or gender), discuss its theoretical underpinnings, and then link it to the current empirical evidence to health outcomes. Students learn to analyze the strengths and weaknesses of the empirical evidence."
credit,p01003,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): GLHLTH 101 or Consent of the Instructor,288,Curriculum & Degree Requirements,"GLHLTH 303 Global Comparative Health Care Systems (4 credits) This course introduces students to the components of health systems (populations, financing, payment, workforce, service delivery, information, medicines and technologies, governance) as they appear in various health system frameworks, and to the ways in which these components and their combinations vary from country to country around the world. The course focuses on comparisons across countries at the same economic level (high-, middle-, and low-income), as well as on comparisons across levels."
credit,p01006,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): GLHLTH 101,289,Curriculum & Degree Requirements,"GLHLTH 304 Global Health Governance and Policy (4 credits) This course introduces global health governance and policy in four modules: 1. Globalization; 2. Health; 3. Governance; 4. Policy. Draws on faculty from a range of disciplines, including anthropology, biology, economics, history, medicine, political science, public policy, and sociology, to situate the concept and practice of ""global health"" within these four broad themes. This course introduces students to the primary governmental, intergovernmental, private, and civil society actors in global health, and provides an understanding of current issues in global health policy, including the political economies of health care, decision-making processes, governance structures, and the resource-constrained realities of global health policy-making."
credit,p01007,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): GLHLTH 101,289,Majors & Courses — Topic 4,"GLHLTH 305 Biological Basis of Disease (4 credits) This course covers the basics of the structure and function of major organ systems of the human body in health and disease. The course is geared towards any students who are interested in learning more about how the human body works, how disease develops, and how mind-body connections can alleviate the progression of a disease process."
credit,p01008,Part 10: Majors and Courses,Course Descriptions,"Prerequisite(s): GLHLTH 101, and INTGSCI 101 or BIOL 110",289,Majors & Courses — Topic 4,"GLHLTH 306 Evolution of Health and Disease (4 credits) Covers evolutionary approaches to understand human health and disease at a global scale. Integration of evolutionary thinking and medical science provides new insights to a wide array of medical issues including obesity, cancer, allergies, and mental illness. Evolutionary perspectives reveal why some pathogens are more harmful than others, shed light on the origins and spread of infectious diseases in humans, and help in controlling antibiotic resistance. Evolutionary approaches provide insights as to why we age and provide solutions to alleviate human health problems that often differ from modern medical practice."
credit,p01010,Part 10: Majors and Courses,Course Descriptions,"Prerequisite(s): GLHLTH 101, and INTGSCI 101 or BIOL 110",289,Majors & Courses,"GLHLTH 307 Global Mental Health (4 credits) Course examines global mental health from perspectives of culture, public health, epidemiology, human rights, policy, and intervention. Readings in the course focus on peer-reviewed research literature highlighting topics such as the prevalence of mental health disorders worldwide, the role of culture in mental health, and the interventions backed by strong evidence for prevention and treatment. Students will discuss and critique study methodologies and explore the needs for future research in this emerging field. Course is designed for students with prior research methods and psychology coursework."
credit,p01011,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Global Challenges (GLOCHALL),290,Academic Procedures,"GLOCHALL 201 Global Challenges in Science, Technology, and Health (4 credits) As the second common core course for DKU students, this course is designed to engage students in an exploration of global challenges in science, technology, and health. Students will attend to the general features of global challenges and the aspects of human nature and society that render these challenges so problematic. While students will investigate in common a number of discrete challenges, they will also work collaboratively in teams to investigate a global challenge, communicate effectively about it to a wide audience, and propose interventions."
credit,p01013,Part 10: Majors and Courses,Course Descriptions,HIST 20 Basic Art History (4 credits),291,Academic Procedures — Topic 2,Credit for Advanced Placement on the basis of the College Board examination in art history.
credit,p01014,Part 10: Majors and Courses,Course Descriptions,HIST 21 World History (4 credits),291,Academic Procedures — Topic 2,Credit for Advanced Placement on the basis of College Board examination in World History
credit,p01015,Part 10: Majors and Courses,Course Descriptions,HIST 23 American History I (4 credits),291,Academic Procedures — Topic 2,Credit for Advanced Placement on the basis of College Board examination in American History (score of 4 or 5) or equivalent
credit,p01016,Part 10: Majors and Courses,Course Descriptions,HIST 25 European History I (4 credits),291,Academic Procedures — Topic 2,Credit for Advanced Placement on the basis of College Broad examination in European History (score of 4 or 5) or equivalent
credit,p01017,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),291,Majors & Courses — Topic 2,"Credit for Advanced Placement on the basis of College Broad examination in European History (score of 4 or 5) or equivalent HIST 101 Ancient Chinese History (4 credits) This course examines the origin stories of Chinese civilization as found in the historical documents and archeological evidence from the Warring States period. Students use primary source material and historical evidence to interpret the theories of Confucius, Mozi, Laozi, Zhuangzi, and Han Feizi in their historical, social and political contexts, with special regard to the their understanding of the state, the role of government, the military, and civil education."
credit,p01018,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),291,Majors & Courses,"The course then examines the attempts to forge a unified empire, finally achieved under the Qin, and the subsequent policies of the Han dynasty that aimed to make the unified empire last. The course involves visits to local archeological sites where relevant. HIST 102 Medieval Chinese History (4 credits) This course examines what Hu Shi has called the “Indianization” of China. It traces the import of Buddhist ideas, values and practices from India and central Asia, and their impact on Chinese"
credit,p01019,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),292,Majors & Courses,"society, religion and politics. It examines the notion of China as multireligious, multiethnic empire and considers the transition from political diversity in the Six Dynasties period to renewed unity in Sui and Tang dynasties. With Chang’an (Xi’an) as the capital of a culturally rich and diverse China, the course examines the impact of a newly discovered inner-Asian cosmopolitanism on Tang aristocracy, culture, religion and politics. HIST 103 Premodern Chinese History (4 credits) The course introduces the foundations of modern China from the Song Dynasty up through the late imperial period (about 1800 CE to 1911)."
credit,p01021,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),292,Majors & Courses,"HIST 104 American History to 1876 (4 credits) This course will survey the history of the present-day United States from precolonial times (pre1500) to 1876. This was a tumultuous era of American, and world history, fraught with conquest and enslavement, revolutions and civil wars, mass migrations and democratization. This course will particularly investigate indigenous societies, European colonization and African slavery, the American Revolution and the founding of the US nation-state, social movements, sectional conflicts, expansionism and the American Civil War, as well as the reconstruction of American democracy in the wake of the Civil War."
credit,p01022,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),292,Majors & Courses,"Throughout, the course will emphasize the place of the US in global history, the growth of American capitalism, tensions between race and democracy, and the various contributions of women, slaves, merchants, planters, Native Americans, and workers to American culture and politics. HIST 105 American History from Reconstruction to the Present (4 credits) This course will survey the history of the United States, from the downfall of Reconstruction (1877) to the present day. Globally, this era was marked by industrialization, the consolidation and collapse of colonial empires, World Wars, socialist revolutions, decolonization, and the emergence of the United States as the world’s pre-eminent geopolitical and economic power."
credit,p01024,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),293,Majors & Courses,"HIST 106 Art History 1 (4 credits) Rather that aiming at a comprehensive survey, this course offers an introduction to key moments in the intersection of history, politics and visual art in the world before 1900s. It places art in a global context, highlighting themes from European, Asian, African and Indigenous art and focuses on art as the exercise of cultural power, and the way that artists have both promoted and resisted these entanglements with elite authority."
credit,p01025,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),293,Majors & Courses,"In each case studied, students will gain sufficient historical background to understand the art in question, but will also engage in the comparative study of art to highlight issues of power, religion, class, and gender. HIST 107 Gandhi and Moral Leadership (4 credits) Central to Mohandas Karamchand Gandhi’s thought and activism was the principle of “moral force.” It formed the basis of his unique method of activism, satyagraha (quest for truth), his concept of non-violence, his life-style choices including vegetarianism, his idea of religion and politics, state-building and economics."
credit,p01026,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),293,Majors & Courses,"This course explores the various meanings of the “moral force” in Gandhian thought and examines its salience within the history of the political milieu – especially, anti-colonial movements in India that he belonged to. This course also discusses the legacies of Gandhi and the relevance of his “moral force” for the twenty-first century world. HIST 108 Shanghai Nightscapes: A Nocturnal History of the City (2 credits) This interdisciplinary course combining the fields of history, sociology, urban studies and urban ethnography examines Shanghai, China’s most modern and dynamic city since the 19th century, through the lens of its nighttime leisure pursuits."
credit,p01027,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),293,Majors & Courses,"It explores how the city’s nightlife has contributed to its identity and image as a global cosmopolitan metropolis. HIST 109 Everyday Maoism in Objects: Revolution, Culture, and Life (2 credits) This course explores everyday life in Maoist China through the perspective of material culture. Objects, such as the Red Book, Mao badges, propaganda posters, statues, and wall paintings, were produced in and of importance to the Mao era. Everywhere in people’s daily life, these objects constituted a crucial component of the social, economic, and political order under Mao."
credit,p01028,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),293,Majors & Courses,"Drawing on the combination of archival sources, digital materials, and secondary literature, this course looks at the creation, transformation, and implication of Maoist material objects and their connections to contemporary China. Students have opportunities to sharpen their writing and analytical skills through a series of innovative writing assignments. HIST 110 Historical Perspectives on Contemporary Global Issues (4 credits) This course takes a comparative historical approach to contemporary global issues in various temporal and geographical contexts. Students will focus on issues that emerged in the modern era and may include such topics as terrorism and national security, environmental protection and"
credit,p01029,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),294,Majors & Courses,"degradation, resource distribution and trade, health and welfare, and cultural and religious diversity. Students explore the nature of historical change and continuity and will apply historical methods of research and analysis as they investigate the formation and development of particular global issues. The specific case studies and themes in the course will vary by term and instructor. HIST 111 Ancient Roots to Global Routes (4 credits) This course explores the nature of historical change and continuity between the pre-modern era and our current era of global connectivity, taking students from ancient roots to global routes."
credit,p01030,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),294,Majors & Courses,"Instead of a chronological survey, the focus is on broad subjects that cut across fields, regions, and periods. Students will have multiple opportunities to apply historical and interdisciplinary methods of research and analysis to investigate the formation and development of particular global issues, and compare historical and contemporary perspectives on these issues. Topics will vary by term and instructor. HIST 112 History of the Indian Ocean World (4 credits) The Indian Ocean world encompasses a vast geographical area from the East African coasts to the islands of South China Sea."
credit,p01031,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),294,Majors & Courses,"As the oldest site of “globalization”, people and commodities moving across this ocean had played key roles in the spread of religion, highroads of commerce, and geopolitics of empire. Taking the period between 2500BCE and 1900CE as our point of reference we will study, the various approaches employed by historians towards writing the history of the Indian Ocean world. We will learn the various ways of thinking of Indian Ocean as a region and to periodize it. HIST 113 Peoples and Cultures of Ancient South Asia, 3500BCE-1750CE (4 credits) Peoples of South Asia have produced one of the oldest and ever evolving cultures of the world."
credit,p01032,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),294,Majors & Courses,"This course will survey the history of the region from the earliest times to the eve of European conquest. We will learn the historical development of various religious traditions, the state formation processes, and the socio-political institutions that are foundational to South Asian history. In tracing the development of agrarian and urban societies, economic and ecological transformations, formation of various ethnic/religious/linguistic identities and inequalities, we will pay special attention to South Asia’s interactions with the wider world. HIST 114 Modern South Asia (4 credits) South Asia, the most populous part of the world, also boasts of the most diverse population."
credit,p01034,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),295,Majors & Courses,"HIST 115 Brides of the Sea: Trading Cities in the Indian Ocean World, 200BCE to 2000CE (2 credits) Seaborne trade linked the port cities of the Indian Ocean World and Southeast Asia to each other and the world beginning as early as 200BCE. Our class will examine the rise and fall of Asia and Africa’s coastal trading cities; the transcultural character of Indian Ocean trading entrepot; the life of merchants; labor migration; and cultural and religious exchange."
credit,p01035,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),295,Majors & Courses,"Student will explore ancient and modern networks of interconnections through group projects on one or more of the global commodities that animated Asian trade, such as silk, slavery, cinnamon, opium, rubber, prostitution, nutmeg, palm oil, bird’s nests, black pepper, etc. HIST 116 Mughal India Through the Eyes of European Travelers (2 credits) This course will survey the history of one of the greatest empires in Indian history, the Mughal empire through the lens of European travel writing between the fifteenth and eighteenth centuries. Some of the questions we will explore are: How are European travelogues important sources for studying Indian history?"
credit,p01036,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),295,Majors & Courses,"Is European perspective on Indian society monolithic or is there a variety of European perspectives? Apart from introducing basic history of Mughal India, the course will explore themes such as early Orientalism and the history of the early modern world. HIST 117 Sounds and the Chinese City: Live Music Scenes in Urban China (2 credits) This interdisciplinary course explores the live music scenes of cities in China today and the history of those scenes over the past century. Focusing on the urban space of the live house featuring jazz, blues, rock, hip hop, electronica, and DJs, we will delve into these scenes and styles of music."
credit,p01038,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),295,Majors & Courses,"The objective of this course to engage in a thoughtful, informed discussion about how Americans have interacted with the larger world, and how other peoples have grappled with U.S. power. Students will be asked to formulate their own conclusions about the nature of U.S. power by reading and assessing a variety of scholarly interpretations. HIST 121 Pan-Africanism: Global Story of an American Idea (2 credits) Pan-Africanism began as an idea among ex-slaves and antislavery reformers in America, who believed that Africans and people of African descent across the world had common histories, common experiences, and common struggles against various forms of racism and marginalization."
credit,p01039,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),296,Majors & Courses,"Pan-Africanism, which meant different things to different people, would go on to influence numerous intellectuals and social movements, from Negritude poets to African/Caribbean Independence and the American Civil Rights Movement. This course would survey the growth of this idea in a variety of facets, by looking at is influence upon history-writing, philosophy, poetry, political thought and social movements. HIST 201 Methods of Historical Research (4 credits) This course offers an introduction to theories, methods and approaches to historical inquiry and research including the use of archives, the interpretation of visual and textual documents, and the recording of oral histories."
credit,p01041,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),296,Majors & Courses,"HIST 202 World History and Global Interactions (4 credits) This course offers a survey of the history of the world, by which is meant a historical overview of major processes and interactions in the development of human society since its early development some 60,000 years ago, going beyond the fundamental questions and concerns of area studies (such as East Asian studies, South Asian studies). In explaining the large scale processes such as empire building, commerce and religious practices, this course will show how various forms of human interactions, especially migration played a key role."
credit,p01042,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),296,Majors & Courses,"This course will provide deep historical understanding for some of the pressing issues of the contemporary world such as migration, globalization, and imperialism. HIST 203 America in Asia, Asians in America (4 credits) This course explores the intersection between foreign relations and the evolution of American society, with a focus on Asian-Americans in different moments of history. It is divided into three main historical eras and themes: (1) the early period of Chinese emigration and the building of American railroads until the Exclusion Acts; (2) Japanese-American society before and after Pearl Harbor; (3) Chinese Americans in modern American science, engineering, and innovation."
credit,p01043,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),296,Majors & Courses,"Through the use of representative cases, the course trains students to understand the lives of Asian Americans in relevant historical, cultural and political contexts. HIST 204 Asia in World History (4 credits) Asia as the largest continent of the world comprises of 30 percent of world’s land surface and 60 percent of the world’s population. But what are the parameters for understanding Asia as a unified, identifiable place? Was there ever an Asian identity in history? Is this identity cultural, economic, political or a mix of all three?"
credit,p01046,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),297,Majors & Courses,"This course will aim at developing skills to evaluate to what extent we are “Asian,” “global” or otherwise and provide a foundational knowledge to interact with people and institutions within Asia and then the world. HIST 205 Shanghai: From Treaty Port to Global Metropolis (4 credits) Since the late 19 th century, Shanghai has emerged as the leading metropolis in China in many respects. It has served as the breeding grounds and model for the social, political, economic and cultural modernization, and urbanization of China over the century that followed."
credit,p01048,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),297,Majors & Courses,"HIST 206 World History in Seven Meals (2 credits) This course offers a study of global history using food as a central focus. The course will center on a series of meals as case studies to examine broader themes, such as human environmental modification and exchange, the role of trade and migration in human history, the powerful influence of identity, and the gendered nature of labor roles in food production and preparation. Students will focus on these themes in various regional and national contexts to identify global patterns in the development of food cultures, and to engage in comparative analyses."
credit,p01049,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),297,Academic Procedures,"HIST 207 History of Media Art (4 credits) The course addresses New Media Art as a specific art historical movement, focusing on technologies, forms, thematic content, and conceptual strategies. While the term, new media art only became in the late nineties the established label for a broad range of artistic practices that exploit new media technologies, many new media artists are profoundly aware of their historical antecedents, making reference to Dada, Pop Art, Conceptual Art, Performance Art, and Fluxus. To understand new media art in a historical context, we will consider the history of technology and media sciences that plays an equally important role in this art’s formation and reception."
credit,p01051,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),298,Curriculum & Degree Requirements,"HIST 208 America Fractured (4 credits) Many commentators have observed that the sense of national community in the United States has declined over the past several decades. In the eyes of some critics, as political debate has polarized and as wealth has concentrated, the nation’s commitment to community responsibility, eroded by such forces as identity politics and market-based individualism, has shrunk to ever-smaller circles. This course will explore the so-called “Age of Fracture” in recent U.S. history, paying close attention to debates among public thinkers on both the political right and the political left. The course uses this material to teach students the basics of academic writing."
credit,p01052,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),298,Majors & Courses,"HIST 209 Refugees and War since 1914 (4 credits) The twentieth century was a time of major transformations in the way war was waged. In particular civilians were targeted and suffered from direct military and police action in such a way as to produce tidal waves of displaced persons. This course follows these refugees, seeking shelter from violence, in wartime and after. In this inquiry, we attend to the voices of refugees themselves. We focus on the terrifying threats they encountered, the actions they took, and their flight and fate during and after war."
credit,p01053,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),298,Majors & Courses,"We then show the interaction between refugees and agents of empathy, those private or public actors who helped protect and restore the dignity of these victims of war. HIST 210 Global Art History (4 credits) Art has been a part of every society since recorded history. How have the arts told stories about civilizations, ethnicities, communities and peoples? How have the arts evolved and circulated across the globe? The arts provide vital narratives in our understandings of each other as our cultures have both clashed and shared over time."
credit,p01054,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),298,Majors & Courses,"This course asks these questions by focusing on visual arts across cultures not with the aim of comprehensive coverage, but representation of key issues in the interpretation of art. Students will learn how to interpret art from a critical perspective in terms of its relation to broader social, cultural and political dynamics. HIST 217 Ancient and Imperial Chinese Art (4 credits) This survey course covers art in a variety of contexts from the foundations of Chinese civilization until the end of the imperial period in 1912 including tomb artifacts, religious images and statuary, court art, crafted objects and the painting and calligraphy of the literati."
credit,p01055,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),298,Majors & Courses,"A number of themes may be addressed, such as the cross-cultural transmission of ornamentation and iconography, the ideal of scholar-amateur, the skills and techniques of the professional artisan and the connoisseurship and circulation of fine objects. HIST 220 Global Media History (4 credits) This course explores the emergence and development of different communication media in a broad social and cultural context. From the ancient Asian typewriters to modern Social Networking Service (SNS), media operate in relation to particular social, economic, and technological conditions."
credit,p01056,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),299,Majors & Courses,"This course will aid students in their efforts to make sense of how communications processes have mediated and shaped our interactions with each other as well as our understanding of the world. It does so by examining specific instances of media communications in a number of key cases observed in world history and by showing how technological innovation in media communications has led to new social, cultural, and political forms. HIST 301 China in Global Perspective 1: China and the Silk Roads World: 500-1500 (4 credits) This course introduces the rich and diverse world of trade, religions, and cultures that connected the two ends of the Eurasian world."
credit,p01058,Part 10: Majors and Courses,Course Descriptions,HIST 26 European History II (4 credits),299,Majors & Courses,HIST 302 China in Global Perspective 2: The Internationalization of Modern China (4 credits) This course studies how foreign relations have shaped modern China from the Opium War to Alibaba.
